name,bus_stop_no,latitude,longitude
aft bedok ind pk c,84481,1.33753167249217,103.915328717502
blk 151,84701,1.33601304338388,103.912142101922
bef kaki bt stn exit bDT28,72031,1.33521859078723,103.909920311536
blk 660a cpDT28,72041,1.33470286967856,103.907434172516
kaki bt ind est,72051,1.33343973211369,103.904125162881
blk 637,71091,1.33073374779118,103.903731545513
opp blk 322,72019,1.32884628382276,103.905465074881
opp trellis twrs,52079,1.32931477158469,103.843828857222
opp thomson med ctr,50059,1.3248564624349,103.842046060455
opp novena lodge,50049,1.32346018470552,103.841881371522
bef novena stn exit bNS20,50037,1.3210996838315,103.842243048802
hotel royal,50069,1.31703590749543,103.841604932519
newton life ch,40129,1.31453779264135,103.840828450022
newton stn exit bNS21/DT11,40189,1.31227415453233,103.838100647986
env bldg,40179,1.31134958597789,103.836883776292
far east plaza,09219,1.30731999692099,103.833160882917
aft orchard stn exit 12TE14,13199,1.30213270637164,103.829873352076
bef zion full gospel ch,13159,1.2979601152855,103.830531835484
great world stn exit 3TE15,13119,1.29425000341125,103.832501108373
grand copthorne hotelTE16,06129,1.29078162052379,103.834409167056
aft furama riverfront,06069,1.28623157720512,103.834961624321
blk 55,06051,1.28475980959998,103.834056717187
blk 18,10141,1.28583847147341,103.832381798976
ctrl green condo,10151,1.28572048351743,103.82852922871
opp tiong bahru stn/plazaEW17,10161,1.28593135452643,103.826689692315
blk 25b,10379,1.28373603363006,103.824895209365
opp blk 120,10081,1.28227835423893,103.82241744325
bt merah int,10009,1.27719861370751,103.807254878543
simei stnEW3,96169,1.34226222195765,103.953466111004
blk 146,96269,1.34431781695663,103.955887556097
opp blk 224,96199,1.34363055568321,103.957744969748
opp simei green condo,96209,1.3405992590527,103.959693295424
upp changi stn/opp sutdDT34,96041,1.34155179662846,103.961236746999
opp changi ct,96051,1.34374091907822,103.961967090325
opp mera terr p/g,96061,1.34695398893721,103.962943299799
the japanese sch,97011,1.35332331555078,103.965959667648
parc olympia,98299,1.35587798721126,103.965571472853
bedok intEW5,84009,1.32453874303683,103.929038185227
opp blk 32,84029,1.32299826964771,103.92522225233
opp chai chee ind pk,84019,1.32221972737388,103.922620155173
aft perpetual succour ch,83099,1.32076378395057,103.918104276455
bef siglap plain,83079,1.31976833309209,103.915054166878
mjd kassimEW6,83059,1.31888900641752,103.912226704262
bef lor 110 changi,83049,1.3184897547733,103.910021781852
aft kg eunos,83029,1.31774429804219,103.906352519963
aft lor 106 changi,82069,1.31709537485695,103.90295147897
joo chiat cplx,82049,1.31634170541701,103.898916213019
blk 14 mkt/fc,82029,1.40242728297476,103.905058407041
city plaza,82109,1.31518922356099,103.893317744746
opp grandlink sq,81131,1.31431505356032,103.892216139188
versailles condo,81141,1.31200805589833,103.8903575
kong hwa sch,81151,1.31153305600841,103.887845832913
blk 56,81161,1.31054638768153,103.883181487928
aft chen li presby ch,80259,1.3098950000539,103.879888332853
bef geylang rd,80111,1.30996824902566,103.875576023399
aft sims way,80049,1.310777078129,103.873636639891
opp lor 1 geylang terEW10,80039,1.30997367268426,103.871691130767
bef kg bugis,80029,1.30934735611986,103.86744217438
bef crawford bridge,01339,1.30774363776246,103.864257987613
blk 8,01329,1.30495670225514,103.863630284705
bef sultan mque,01229,1.30337552638842,103.859630891847
bugis stn/parkview sq,01139,1.30033057848726,103.857160806727
bugis cube,01039,1.29820784139712,103.855491398238
opp natl lib,01029,1.29667298496446,103.854414224643
capitol bldgNS25/EW13,04111,1.29395444163265,103.851390966366
smuCC2,04121,1.29618544078675,103.84958029961
ymca,08041,1.29811014243894,103.847806369096
dhoby ghaut stn exit bNS24/NE6/CC1,08031,1.29831153790463,103.845256959417
winsland hse,08111,1.2736382341353,103.836420334733
somerset stnNS23,08121,1.30027569333456,103.838776184597
somerset youth pk,09059,1.30044251755862,103.83623804216
orchard stn exit 13NS22,09022,1.3025283477367,103.832397842624
opp four seasons hotel,09111,1.30453752616333,103.829145296218
bef tomlinson rd,09121,1.30397379238278,103.826996451109
opp orchard blvd stnTE13,09131,1.30404590806789,103.823290363428
british council,09141,1.30543500002824,103.821776667091
napier stn exit 2TE12,13011,1.30650077717638,103.819319503734
aft min of foreign affair,13021,1.30633972989988,103.814306708027
csc dempsey clubhse,11201,1.28411782894336,103.778277357097
aft peirce rd,11211,1.30838779891984,103.809395228442
lien twrs,11221,1.31001749413742,103.805508379104
aft hyll on holland,11231,1.31115316317168,103.801199197848
holland village,11261,1.31223168418493,103.794446218385
aft east sussex lane,11271,1.31473444384635,103.790084166999
aft tan boon chong ave,11281,1.31622694406617,103.788521943991
cold storage jelita,11291,1.31792777808964,103.78592333301
bef moonbeam wk,12021,1.3231979565064,103.76132358914
pandan valley condo,12031,1.32027016006349,103.765944899873
aft pandan valley,12041,1.31144123230238,103.769691998438
pine gr condo,12051,1.30866602211237,103.760258216299
bef clementi rd,12111,1.32370061941892,103.769671092663
blk 335,17229,1.31728402485048,103.768242117522
clementi intEW23,17009,1.31491572870657,103.764122254385
blk 377,17221,1.31735631277158,103.767900225814
police kins trg camp,12119,1.31964598185975,103.772792662815
opp pine gr condo,12059,1.32009913328289,103.773769373064
opp pandan valley,12049,1.32091131958175,103.776558889846
opp pandan valley condo,12039,1.32104526176633,103.780189983801
opp moonbeam wk,12029,1.31958369377327,103.782439210847
opp cold storage jelita,11299,1.31826975596348,103.785588436802
opp tan boon chong ave,11289,1.31618891387802,103.789043425112
aft coronation rd west,11279,1.31466878887007,103.790692597749
opp holland village,11269,1.31256112590224,103.794537966838
fairlodge,11239,1.31152857401644,103.801655173167
sommerville pk,11229,1.31060065872249,103.805225422204
great eastern mansions,11219,1.30988506093062,103.807164078369
opp peirce rd,11209,1.3081728084988,103.810383498177
bef tyersall ave,13029,1.30671783282387,103.814518588089
napier stn exit 1TE12,13019,1.30673802158322,103.820130798949
opp british council,09149,1.30608981375133,103.8212215024
aft tomlinson rd,09159,1.30608110327617,103.825813676123
delfi orchard,09169,1.30701353256663,103.828355073329
royal thai embassy,09179,1.30587966247769,103.830490046118
orchard stn/lucky plazaNS22,09048,1.30386684431986,103.834130700582
opp somerset stnNS23,09038,1.30154262457435,103.838524818356
concorde hotel s'pore,08138,1.3004785729455,103.841847006076
dhoby ghaut stnNS24/NE6/CC1,08057,1.29930997279761,103.84529021423
tampines east stn exit cDT33,76039,1.42921279276692,103.848403863548
blk 302,76109,1.35296639965758,103.955118452615
blk 285,76099,1.35026359488965,103.952491721738
the holy trinity ch,76089,1.34916805546897,103.949233888831
blk 101,76079,1.42000005533967,103.83379451266
temasek poly east g,75229,1.34499782605918,103.936766089321
temasek poly,75239,1.34682160338657,103.93240761647
temasek poly west g,75249,1.34791499678627,103.93017010145
tropica condo,75259,1.45008621870701,103.827067209255
hometeamns,72179,1.34232081033754,103.918767999997
blk 629,84491,1.33463946682283,103.914139400588
blk 609,72079,1.33201510797508,103.912011122813
blk 121,72069,1.33150994149077,103.909779618949
opp blk 646,72029,1.33086398684028,103.906552077144
blk 311,71099,1.33022638893374,103.903833611057
blk 302,71139,1.33081707513029,103.901264359977
ubi stn exit aDT27,71129,1.32976184660278,103.89914830592
blk 3024,71149,1.32886553881981,103.897137676849
blk 3026,71159,1.32787641926283,103.894574899018
aztech bldg,71169,1.32706502996808,103.892173175223
opp orion @ paya lebar,70261,1.32884296986937,103.889627469594
le crescendo,70271,1.33078171498452,103.889315128318
sky green condo,70149,1.33291249981736,103.886463055576
aft jln belangkas,70139,1.33218202150289,103.883284604125
opp jln muhibbah,70129,1.33157543475027,103.880581855867
cencon bldg,70119,1.33075033516645,103.877733502163
gulab bldg,70109,1.32946242383417,103.87403726585
bef siemens ctr,60219,1.32842517650914,103.870886836956
opp st. andrew's village,60089,1.32865054968336,103.866159672954
opp blk 195,52089,1.34920948684933,103.931126953177
aft safra toa payoh,52321,1.33125898847708,103.8527071072
bef toa payoh pk,52501,1.33090220905133,103.850117628898
toa payoh intNS19,52009,1.3320208337209,103.846927635317
bedok stn exit bEW5,84031,1.32421391875312,103.930021994067
blk 221a,84041,1.32469051682731,103.934687992807
bedok sports cplx,84051,1.32520077460883,103.93890484691
the tanamera condo,84061,1.32584790508128,103.942231287345
tanah merah stn exit bEW4,85091,1.32754912689288,103.946361197922
aft jln chempaka kuning,85051,1.32956968334967,103.948801159736
opp bedok mkt pl,85061,1.33145859834094,103.947389196345
bef jln pari burong,85081,1.33292331433583,103.947199774178
bef changi fire stn,85071,1.33404083937748,103.949865947071
blk 3012,96101,1.33638500905427,103.951056893829
aft changi general hosp,96259,1.34043019344439,103.951246806335
blk 151,96181,1.34563053691706,103.957705287744
metta welfare assn,96121,1.34719360540708,103.957760195134
tampines east cc,76101,1.35303315537197,103.954802106596
tampines east stn exit bDT33,76031,1.43157506974497,103.840815309067
blk 149a,98011,1.36221388882699,103.962916000094
blk 275,98021,1.3647373047675,103.965376756663
opp loyang valley,98041,1.3682921103441,103.968947455995
krislite bldg,98121,1.37205479188535,103.970232009869
bef loyang way 1,98131,1.37411403474897,103.972258794346
opp engine test facility,98061,1.37652810377545,103.977166226196
loyang way 4/soxal,98071,1.37965443825492,103.978389302355
bef sch of commando,99011,1.38328110134502,103.978121688304
bef cranwell rd,99021,1.38667053174244,103.979169124241
opp maranatha b-p ch,99031,1.38790615435949,103.98177807881
aft changi golf course,99041,1.38780000000558,103.985473333212
bef s'pore aviation ac,99181,1.38775412597107,103.988503099751
changi beach cp 2,99171,1.39112749988528,103.991021388785
aft changi beach cp 3,99161,1.39026180023834,103.992956641345
changi beach cp 4,95071,1.389946600444,103.995121976696
changi beach cp 5,95081,1.38959028116074,103.997616939502
saf ferry ter,95091,1.38721361107217,103.999713610964
police pass off,95131,1.38525245879323,103.999834390004
aft cargo bldg d,95141,1.38138618470155,103.998191356582
airline hse,95061,1.37755167125238,103.996538993662
3rd cargo agents,95051,1.37528324353632,103.996195793058
cias cargo ters,95041,1.37265452174678,103.995700415901
airfreight ter bldg,95039,1.37218943783179,103.994578790332
sats cargo ter,95049,1.37359444395207,103.994434166892
opp airline hse,95069,1.37789848111503,103.99643160027
bef cargo bldg d,95149,1.38128155028488,103.997856827618
police pass off,95139,1.385572408533,103.998997875467
opp saf ferry ter,95099,1.38815449136231,103.998786082443
opp changi beach cp 5,95089,1.38962166662808,103.995931111157
opp changi beach cp 3,95079,1.39019416668532,103.992520277727
s'pore aviation ac,99189,1.38841416669607,103.989716388921
changi golf course,99049,1.38749994542078,103.985733640132
st. george chapel,99039,1.38768581439513,103.982021310598
aft cranwell rd,99029,1.38664086819682,103.979593061964
aft sch of commando,99019,1.38370897652564,103.978448607615
opp loyang way 4/soxal,98079,1.37859016746126,103.978700697127
aft engine test facility,98069,1.37571022082499,103.976778733962
aft loyang way 1,98139,1.37394091658566,103.972360105148
opp krislite bldg,98129,1.37213166668911,103.970532956122
loyang valley,98049,1.3683488933579,103.96919205108
opp blk 275,98029,1.36438833297979,103.96545638905
opp blk 149a,98019,1.36226099996868,103.963387000053
melville pk,96129,1.34745835460573,103.957951151209
blk 166,96189,1.34529780324693,103.95793622236
opp blk 3012,96109,1.33737118246763,103.950673331299
flextronic,85079,1.33394889954848,103.950152319731
aft sungei bedok,85089,1.33338002405501,103.948803273482
bedok mkt pl,85069,1.3317992937259,103.947386375856
bef jln chempaka kuning,85059,1.32950222184243,103.949066111045
tanah merah stn exit aEW4,85099,1.32684437749761,103.946459873933
blk 55,84069,1.32548742810452,103.942190198941
blk 65,84059,1.32493504088228,103.939534812114
blk 27,84049,1.32432719806569,103.934712201381
bedok stn exit aEW5,84039,1.32353645344933,103.928863002035
opp our tampines hub,76059,1.35294260011013,103.941646789587
blk 147,76069,1.34875342100346,103.942086290738
changi general hosp,96289,1.34005496226382,103.948381066008
opp man fatt lam tp,85049,1.32671998693295,103.951248727036
opp excelsior gdns,85039,1.32442497435994,103.952985942548
aft bedok meth ch,85029,1.32261805593088,103.954299721957
eastwood ctr,85019,1.32128833301828,103.955344722012
bedok camp 2,94079,1.3196200060374,103.955243259486
opp kew green condo,94069,1.31809668597397,103.950856598992
temasek sec sch,94059,1.31707137658606,103.947980925009
aft bedok sth ave 3,94049,1.31616443341946,103.944821081209
calvary ably of god ch,94089,1.31536333303026,103.942941388865
bef bayshore stn exit 3TE29,94039,1.31485363960424,103.940663337738
aft sennett rd,94029,1.31453305609213,103.93750500004
opp evergreen ave,94019,1.31428516089761,103.9357495307
siglap sth cc,93099,1.31390444400859,103.93171138885
opp goodwill ct,93089,1.31295810124245,103.927906050201
opp springvale,93079,1.31250502301411,103.925024769916
aft siglap rd,93069,1.31168943545392,103.922400156221
aft jln buloh perindu,93059,1.31076138883753,103.919307778023
st. patrick's sch,92159,1.3097487746703,103.916629660105
st. patrick's green,92149,1.30916643322405,103.913621816682
opp caltex stn,92139,1.30853972755202,103.910629322094
the holy family ch,92129,1.30686400501955,103.906461341357
roxy sq,92119,1.30444500073028,103.902774514163
opp katong shop ctr,92109,1.30356602763277,103.901456147787
one amber,92099,1.30237833123288,103.899004265644
aft katong po,92161,1.30380001925778,103.896569230567
opp tg katong girls' sch,82071,1.3072533440529,103.895411281788
bef old airport rd,81199,1.30862937321203,103.890631126951
dakota stn exit b/blk 60CC8,81189,1.30821308602823,103.888508773948
blk 22CC7,81179,1.30726086812002,103.884907109882
opp s.a. deaf,80141,1.3071183551551,103.87989373253
natl stadium,80219,1.30674381377756,103.875264139574
nicoll highway stnCC5,80169,1.30070547626843,103.863360132503
suntec city,80159,1.2959623168494,103.857951748894
opp war memorial pkCC3,02119,1.29184407342922,103.855343343119
oue bayfrontNS26/EW14,03019,1.28321718076784,103.852775892712
one raffles quay,03059,1.28111212469508,103.851467170778
uic bldgTE19,03129,1.27807003538965,103.849567181306
aft straits blvdEW15,03217,1.27552218904516,103.847944367424
opp customs port br hq,05649,1.27238421228039,103.840939122249
opp former railway stn,14061,1.2723126979611,103.838620357281
keppel workshop,14071,1.27220342418823,103.833902586123
tg pagar dp blk f5,14081,1.27070615967779,103.830616058133
opp keppel dp blk 517,14101,1.29297287515651,103.800535321108
harbourfront stn/vivocityNE1/CC29,14141,1.26552421466671,103.822113268531
opp harbourfront intNE1/CC29,14121,1.26591350024298,103.819256606286
caribbean at keppel bay,14131,1.2674013025065,103.816754411572
opp hotel faber pk,14151,1.26964765898549,103.812935941234
telok blangah stnCC28,14161,1.27075866526733,103.810099129985
opp yeo's bldg,14171,1.27145959826189,103.806548570662
labrador pk stnCC27,15141,1.2727586047045,103.80095947817
opp mapletree biz city,15151,1.2738919289328,103.798222089824
opp harbourside bldg 2,15161,1.27443806184472,103.796660559473
pasir panjang stn/fcCC26,15191,1.27581227029761,103.792635712444
aft pasir panjang stn,15201,1.27680819120133,103.789708614372
aft sth buona vista rd,15221,1.27949923459675,103.785489554084
barossa gdns,16201,1.28726393994064,103.838030276418
opp haw par villa stnCC25,16011,1.28181140518598,103.82776299913
opp gloria mansion,16021,1.28625793154669,103.779810276802
opp s'pore science pk ii,16031,1.28800629034742,103.778464794136
opp luxe ville,16041,1.28918191342108,103.77692061778
the crystal tabernacle ch,16051,1.29014861588249,103.774260366085
opp heng mui keng terr,16061,1.29067672352188,103.773044183424
opp pasir panjang po,16071,1.29129940835935,103.771172211628
aft palm green condo,16081,1.29195777790547,103.768661389071
kent ridge ter,16009,1.28975999628051,103.832884912512
lor 1 geylang terEW10,80009,1.31039203647215,103.871798022871
aft lor 1 geylang,80051,1.31251499983665,103.873261944474
aft geylang rd,80119,1.30997062346335,103.875940942751
s.a. deaf,80149,1.30749637095801,103.879805833735
opp kallang squash ctr,80189,1.30497078708378,103.880025261319
opp cp f,80179,1.3005940526529,103.877128703713
stadium stnCC6,80199,1.30155838531961,103.875135324729
opp s'pore indoor stadiumCC6,80191,1.30160887219649,103.875405902175
opp camelot by-the-waterTE23,90039,1.29688381377498,103.875788145412
tanjong rhu stn exit 1TE23,90049,1.29706935524748,103.873567758978
opp pebble bayTE23,90029,1.29703049100783,103.871326848593
pk shore condo,90019,1.29697091533796,103.869613602892
opp costa rhu condo,90079,1.29760718203243,103.867327455367
bef tg rhu view,90011,1.29711286397907,103.869248205219
pebble bayTE23,90021,1.2972353671757,103.871058786051
tanjong rhu stn exit 2TE23,90041,1.29721688186261,103.873693870224
camelot by-the-waterTE23,90031,1.29698165840654,103.875468940047
cp f,80171,1.30084075181377,103.877153532434
kallang squash ctr,80181,1.30503204684448,103.879717456066
yio chu kang intNS15,55509,1.36539063808742,103.868222334514
opp blk 646,55209,1.37993561166495,103.844541676393
bef ang mo kio lib,54059,1.37620884639448,103.845011545498
courts ang mo kio,54049,1.37350472180898,103.845325719859
bef al-muttaqin mque,54039,1.37091786100235,103.845636503646
blk 307a,54019,1.39260955810937,103.901592560709
blk 254,53169,1.37501378353128,103.887337730531
blk 245,53379,1.36714134637316,103.890209367425
opp bishan nth shop mall,53389,1.37320043335654,103.902507510094
blk 202,53399,1.35685700169475,103.882586336246
bishan stnNS17/CC15,53231,1.3508999784476,103.84797987901
opp raffles instn,53211,1.34707169454303,103.847126723253
opp blk 1004,52021,1.35402365617519,103.953988554843
opp blk 998,52031,1.3534632069362,103.957113086015
blk 147,52051,1.35480107982353,103.944458085324
bca acad,52061,1.36570353911718,103.934756980672
aft lynwood gr,66061,1.34405111106146,103.863460555949
opp pub recreation club,66071,1.34375516535707,103.867373126254
aft bartley rd,61049,1.34196277809375,103.870968610965
woodleigh stn exit aNE11,61039,1.3350420286067,103.72026802061
opp woodleigh pk,61029,1.33596832942243,103.870515883291
opp blk 101,61019,1.33320166694039,103.869761667034
potong pasir stn exit bNE10,60269,1.33099030113232,103.869228909438
sant ritz,60209,1.32986133952844,103.868960995656
mom svcs ctr,60179,1.32604520330574,103.868364045721
blk 54,60159,1.32409476565658,103.867641959961
blk 44,60139,1.32204861567007,103.866289822312
opp boon keng stnNE9,60119,1.31880431503833,103.864097078832
bef lavender st,60099,1.31530303060987,103.861407162409
opp arc 380,07359,1.31368253066007,103.860714518003
aft kallang bahru,07369,1.31129622140788,103.862495482575
aperia/bef kallang rd,07379,1.31017336740878,103.86338225528
aft padang jeringau,80011,1.30972720795738,103.86737828693
kallang stnEW10,80031,1.31107705665862,103.871314905298
yi xiu fty bldg,80071,1.31380009191641,103.876553939996
bef lor 23 geylang,80091,1.31489775170478,103.880951416476
aft aljunied stnEW9,81011,1.31532318660531,103.883351732659
blk 134,81031,1.31580283030562,103.886048545651
sims ville,81051,1.31662343080495,103.890334367845
aft paya lebar quarterEW8/CC9,82011,1.39590852150683,103.908882252711
blk 416,82032,1.41043765706461,103.897090463789
eunos stn/intEW7,82061,1.40461003085618,103.908665597491
aft lor g telok kurau,83299,1.31574389659856,103.905863283081
aft lor j telok kurau,83319,1.312688336459,103.907140106565
aft still lane,83309,1.31045482781929,103.908068516938
d'ecosia,92279,1.30633786700982,103.909648637249
chij katong convent (pr),92061,1.305853047089,103.910595956298
blk 45,92239,1.30438002113884,103.912661109476
marine terr stn exit 4TE27,92071,1.30679377344131,103.914980558106
st. patrick's schTE27,92081,1.30751338573146,103.91754269772
opp neptune ct,93011,1.30822971207294,103.921519004381
opp mandarin gdns,93021,1.30867772780374,103.924269981198
opp sekolah indonesia,93121,1.31088501233422,103.924988508177
crescendo bldg,93071,1.31293014515007,103.926348616953
opp chiang ct,93081,1.3134270796896,103.929033279445
opp siglap sth cc,93091,1.31398835339216,103.931574313882
evergreen gdn,94011,1.31438169506405,103.935105800577
bef sennett rd,94021,1.31475174249413,103.938345909188
opp bayshore stn exit 3TE29,94031,1.31504670795021,103.940899371963
aft parbury ave,94041,1.31619439055706,103.944305777522
opp temasek sec sch,94051,1.31710244971023,103.947379591402
kew green condo,94061,1.31843666688808,103.951383333089
upp east coast ter,94009,1.31795981379793,103.952567136189
bef heartbeat @ bedok,84659,1.32720143312604,103.930628895936
opp bedok ctrl po,84359,1.32788656699619,103.933959616403
blk 403,84211,1.33004744665044,103.934439697676
blk 109,84221,1.33185798506901,103.935127409656
blk 85,84231,1.33173871595591,103.938554965211
blk 81,84241,1.32861392892899,103.940048724768
blk 180,84281,1.32657714213252,103.940395116901
aft tg katong rd,91079,1.30130639863754,103.895266658314
bef walton rd,91069,1.30061892620343,103.89304723006
aft margate rd,91059,1.30052638901156,103.888313332978
bef fort rd,91049,1.30069808001719,103.886432997067
bef kg kayu rd,91091,1.30314976541402,103.884368453386
opp mountbatten stnCC7,80271,1.30511398518129,103.883120300756
rv residences,13069,1.29488000009664,103.828808055959
valley pt,13059,1.29328273608803,103.826634926632
blk 4,10519,1.29185152178477,103.826071422284
blk 48,10389,1.28875832984391,103.825734550471
bt merah town ctr,10091,1.28394108583308,103.817839622443
opp bt merah sec sch,10101,1.28506195155201,103.813783301144
opp blk 28,10111,1.28142824815036,103.809242812919
opp blk 2,10131,1.28619141382422,103.806865490593
opp queensway shop ctr,11519,1.28665742224447,103.803341294117
normanton pk,18041,1.28836025254954,103.793174028256
science pk,18131,1.28950073484755,103.791832796347
5 sci pk dr,18101,1.29282564104035,103.786354535229
opp ayer rajah ind est,18121,1.29751168036118,103.785420948125
aft anglo-chinese jc,18141,1.30418279670581,103.787880914254
buona vista stn exit cEW21/CC22,11361,1.30649698638756,103.790581235288
the star vistaEW21/CC22,11191,1.30801640821961,103.788373154559
blk 19a cp,19011,1.30781638888049,103.784236667034
sp sma,19021,1.30965490194078,103.781201806716
dover stn exit aEW22,19031,1.31123416653252,103.778383611132
opp sch of science & tech,19041,1.31235972184197,103.775527500014
blk 410,17151,1.31169519346705,103.769609935186
blk 455,17161,1.31240993589946,103.766854768683
clementi stn exit a/mallEW23,17171,1.31497399261796,103.765026982509
panasonic,84139,1.3213283255388,103.927821773314
fujitec s'pore ltd,84129,1.31875790472135,103.931586742328
casafina,84151,1.31656999652112,103.933340159836
bef sekolah indonesia,93129,1.31135799073154,103.924812258751
mandarin gdns,93029,1.3085145577443,103.92471047699
neptune ct,93019,1.30787614359716,103.921117186616
marine terr stn/chij kcTE27,92089,1.30719171236283,103.917647217512
chij katong convent (sec)TE27,92211,1.30595638905626,103.916988611021
blk 19,92221,1.30496423779813,103.914935588928
blk 34,92231,1.30425500088188,103.912322393424
tao nan sch,92069,1.30566306799319,103.911005154396
marine pde stn exit 6TE26,92059,1.30408718804956,103.907536493514
i12 katongTE26,92181,1.30528972604512,103.905349979345
marshall lane,92171,1.30837865748646,103.903043134014
maranatha hall,82139,1.30938972195742,103.899368888845
tg katong sec sch,82129,1.40346167421337,103.904835295185
opp tiong bahru pk,10171,1.28736808047106,103.823460048976
opp blk 95c,10359,1.28723833324391,103.822592990046
blk 116,10349,1.28518797421509,103.821155709617
blk 161,10651,1.28329993012244,103.815476650177
tampines nth int,74009,1.36898655213258,103.939696176696
blk 614,75491,1.36574599985379,103.936674810319
blk 610c,75511,1.36426455098543,103.93477208452
blk 604a,75501,1.36156216720347,103.934775874604
opp blk 721,75279,1.36047493998717,103.936204003373
opp citylife@tampines,76549,1.36042787035383,103.940613544254
blk 496f,76369,1.36025642691604,103.950222730522
blk 493b,76359,1.3620916806905,103.952178751834
dunman sec sch,76349,1.36038513659481,103.955565690952
tampines east stn exit dDT33,76319,1.35765005311899,103.955587148708
east spring sec sch,76469,1.35630339357221,103.959850481639
blk 351,76439,1.35288166695765,103.962605277854
blk 343,76449,1.35207508256468,103.961130061272
blk 323,76459,1.35208003074147,103.958731947583
blk 307a,76419,1.35366243486553,103.956485303488
bedok resvr stn exit bDT30,84209,1.33702513693804,103.933335893129
blk 109,84529,1.33213305560825,103.934313055552
blk 99,84251,1.33346832060573,103.93883800726
st. anthony's cano sch,84261,1.33418991666095,103.941659096809
aft bedok ind pk e,84271,1.33673507793415,103.944111166802
sbst bedok nth depot,84591,1.33774805564795,103.946994722232
blk 141,76071,1.42800120289187,103.827147006794
opp the holy trinity ch,76081,1.41177094390456,103.83336826951
blk 206,76091,1.3507306413126,103.952784982094
blk 148,96139,1.34646413365854,103.955852918821
simei stn/blk 247EW3,96149,1.34448666703604,103.953181111056
blk 254,96159,1.34192167470779,103.951762948112
bet blks 227/228,96171,1.34223585443069,103.955927098501
blk 223,96291,1.34196657793374,103.957770312598
sutd,96449,1.33980186629515,103.963881900023
eightrium,96419,1.33760285482962,103.963836948394
expo stn exit eCG1/DT35,96309,1.33427655619157,103.961758102702
changi city pt,96381,1.33327235698303,103.962095642919
dbs asia hub,96321,1.33215410028056,103.965234169134
strides premier,96331,1.33124389059748,103.967618861763
aft sunny metal & engrg,96341,1.33276553471871,103.970376944351
bef changi sth st 1,96351,1.3352964792008,103.970392041621
aft changi biz pk cres,96391,1.33685698538771,103.96792100007
aft akzonobel,96361,1.3364911005664,103.966437041739
standard chartered bank,96371,1.33436225327519,103.966495566543
dhl,96329,1.3320239100357,103.965263358914
opp changi city pt,96389,1.33316035695076,103.962194999941
