name,lat,long
JURONG EAST MRT STATION,1.33315281585758,103.742286332403
BUKIT BATOK MRT STATION,1.34903331201636,103.749566478309
BUKIT GOMBAK MRT STATION,1.35861159094192,103.751790910733
CHOA CHU KANG MRT STATION,1.38536846992147,103.744084909492
YEW TEE MRT STATION,1.39753506936297,103.747405150236
KRANJI MRT STATION,1.42508698073648,103.762137459497
MARSILING MRT STATION,1.43252114855026,103.774074641403
WOODLANDS MRT STATION,1.43681962961519,103.786066799253
ADMIRALTY MRT STATION,1.44058856161847,103.800990519771
SEMBAWANG MRT STATION,1.44905082158502,103.820046140211
CANBERRA MRT STATION,1.44307664075699,103.829702590959
YISHUN MRT STATION,1.42944308477331,103.835005047246
KHATIB MRT STATION,1.41738337009565,103.832979908243
YIO CHU KANG MRT STATION,1.38175587099132,103.84494727118
ANG MO KIO MRT STATION,1.36993284962264,103.849558091776
BISHAN MRT STATION,1.35101889777844,103.850057208608
BRADDELL MRT STATION,1.34010520696434,103.846755921048
TOA PAYOH MRT STATION,1.33262928096888,103.847502198048
NOVENA MRT STATION,1.32044079120154,103.843825618748
NEWTON MRT STATION,1.31257031730604,103.838031555215
ORCHARD MRT STATION,1.30242224836722,103.823868523249
SOMERSET MRT STATION,1.30025287710542,103.839158336848
DHOBY GHAUT MRT STATION,1.29891164362677,103.84629250696
CITY HALL MRT STATION,1.29298990700923,103.852542630339
RAFFLES PLACE MRT STATION,1.28393326234538,103.851463066212
MARINA BAY MRT STATION,1.27631114381584,103.854604975361
MARINA SOUTH PIER MRT STATION,1.27102703612006,103.862447515736
PASIR RIS MRT STATION,1.36712928287615,103.960557318417
TAMPINES MRT STATION,1.35619148271544,103.9546344625
SIMEI MRT STATION,1.34319707851829,103.953377214378
TANAH MERAH MRT STATION,1.32718729074675,103.946348600798
BEDOK MRT STATION,1.32397996868158,103.929984495066
KEMBANGAN MRT STATION,1.3210381335934,103.912947930851
EUNOS MRT STATION,1.31978354916088,103.903225807255
PAYA LEBAR MRT STATION,1.3172473854035,103.892260753884
ALJUNIED MRT STATION,1.3164326118157,103.882906044385
KALLANG MRT STATION,1.31148890998818,103.871386541754
LAVENDER MRT STATION,1.30739187893137,103.862784610013
BUGIS MRT STATION,1.30026468984101,103.855614760658
CITY HALL MRT STATION,1.29298990700923,103.852542630339
RAFFLES PLACE MRT STATION,1.28393326234538,103.851463066212
TANJONG PAGAR MRT STATION,1.27656131737246,103.845725186759
OUTRAM PARK MRT STATION,1.2802415328084,103.840052100136
TIONG BAHRU MRT STATION,1.28619457890544,103.826998939732
REDHILL MRT STATION,1.28963453412887,103.81674097205
QUEENSTOWN MRT STATION,1.29455085184931,103.806077155982
COMMONWEALTH MRT STATION,1.30250199924325,103.798228523336
BUONA VISTA MRT STATION,1.30627534823257,103.790363200126
DOVER MRT STATION,1.31140529320963,103.778637841909
CLEMENTI MRT STATION,1.31511625277378,103.765191452888
JURONG EAST MRT STATION,1.33315281585758,103.742286332403
CHINESE GARDEN MRT STATION,1.34235282081401,103.732596738363
LAKESIDE MRT STATION,1.34425911493819,103.720949087456
BOON LAY MRT STATION,1.33860405469845,103.706064622772
PIONEER MRT STATION,1.33758701106708,103.697321608474
JOO KOON MRT STATION,1.3277170408447,103.678374996165
GUL CIRCLE MRT STATION,1.31947090075208,103.660530461345
TUAS CRESCENT MRT STATION,1.32102695598684,103.649078235627
TUAS WEST ROAD MRT STATION,1.32998504653102,103.639616648771
TUAS LINK MRT STATION,1.34088242451105,103.636991425128
EXPO MRT STATION,1.33454977824817,103.961548211018
