name,lat,long
First Toa Payoh Primary School,1.34032299499938,103.855529906182
Frontier Primary School,1.33641298743234,103.69970173931
Fuchun Primary School,1.43047990810126,103.778192944298
Fuhua Primary School,1.33659726465816,103.736089481883
Gan Eng Seng Primary School,1.28559516494962,103.815547410064
Geylang Methodist School (Primary),1.31759126757284,103.883845744916
Gongshang Primary School,1.35711606790292,103.949144797277
Greendale Primary School,1.39648195114256,103.91233462071
Greenridge Primary School,1.3858892193692,103.767794469258
Greenwood Primary School,1.43989958331782,103.804725587384
Haig Girls' School,1.31194344271383,103.902902557195
Henry Park Primary School,1.31667646178347,103.784296227747
Holy Innocents' Primary School,1.36693830877349,103.894114899795
Hong Wen School,1.32175999964553,103.857628468881
Horizon Primary School,1.399550034492,103.913404855665
Hougang Primary School,1.37738245231461,103.880805274557
Huamin Primary School,1.42697284512936,103.844240226564
Innova Primary School,1.42896700684852,103.790607539185
Jiemin Primary School,1.42768847665227,103.830425490093
Jing Shan Primary School,1.37223290983498,103.852132214306
Junyuan Primary School,1.34787074766746,103.939221709073
Jurong Primary School,1.34843859698946,103.733156566858
Jurong West Primary School,1.33917519796104,103.698803732244
Juying Primary School,,
Keming Primary School,1.34552849960874,103.756449399351
Kheng Cheng School,1.3373381935639,103.847148501824
Kong Hwa School,1.31099674009193,103.888352029067
Kranji Primary School,1.39356050497104,103.747362720939
Kuo Chuan Presbyterian Primary School,1.34939813669536,103.855018233311
Lakeside Primary School,1.33820397704287,103.718089546664
Lianhua Primary School,1.35424191127295,103.754165828711
Maha Bodhi School,1.32858023873554,103.901306904157
Maris Stella High School (Primary Section),,
Marsiling Primary School,1.43383904037059,103.773643013846
Marymount Convent School,1.34036676987375,103.840021064426
Mayflower Primary School,1.37637683547682,103.843252803742
Mee Toh School,1.3946184538592,103.908589494228
Meridian Primary School,1.37552831658484,103.934889078518
Methodist Girls' School (Primary),1.34947276268396,103.884971343143
Montfort Junior School,1.37382444075979,103.889307782925
Nan Chiau Primary School,1.39221149906592,103.891180928186
Nan Hua Primary School,1.31920159956387,103.761095065761
Nanyang Primary School,1.32111548993736,103.806468059795
Naval Base Primary School,1.41630663159387,103.838794077233
New Town Primary School,1.29964188181021,103.80010216304
Ngee Ann Primary School,1.30552505910497,103.917463017497
Northshore Primary School,1.41813803336667,103.904416909742
North Spring Primary School,1.38706146494859,103.903202683028
North View Primary School,1.42752327193727,103.848190787869
North Vista Primary School,1.38282243016299,103.895961877928
Northland Primary School,1.42096989918951,103.840928424929
Northoaks Primary School,1.45660782030102,103.814196981329
Oasis Primary School,1.40462413200793,103.911120600638
Opera Estate Primary School,1.31931914436255,103.923788259248
Palm View Primary School,1.38376923022123,103.891354675017
Park View Primary School,1.37738069854249,103.939541695654
Pasir Ris Primary School,1.37241870245531,103.962807212116
Paya Lebar Methodist Girls' School (Primary),1.34947276268396,103.884971343143
Pei Chun Public School,1.33737358725951,103.855585578061
Pei Hwa Presbyterian Primary School,1.33805634613048,103.776106448614
Pei Tong Primary School,1.31619786415976,103.767599818844
Peiying Primary School,1.41741627551251,103.830143209875
Pioneer Primary School,1.33902264667589,103.687769623983
Poi Ching School,1.35765122315688,103.935246477199
Princess Elizabeth Primary School,1.349203512653,103.74101964471
Punggol Cove Primary School,1.41159923273069,103.898803921164
Punggol Green Primary School,1.40187220643293,103.898801330302
Punggol Primary School,1.37820062547641,103.894667159512
Punggol View Primary School,1.40514582647962,103.905156371376
Qifa Primary School,1.3132658326807,103.756629101811
Qihua Primary School,1.44203596557592,103.788339762066
Queenstown Primary School,1.29559365009015,103.807548617332
Radin Mas Primary School,1.27495823622634,103.824188270373
Raffles Girls' Primary School,1.3294042600012,103.806442915912
Red Swastika School,1.33405659580859,103.934317528484
River Valley Primary School,1.29418347842837,103.836018941571
Riverside Primary School,1.44700426493785,103.801889031334
Rivervale Primary School,1.39340997767762,103.904559511997
Rosyth School,1.37289067499064,103.875001549174
Rulang Primary School,1.34673868889096,103.718457955487
Sembawang Primary School,1.4450737155262,103.821042374036
Sengkang Green Primary School,1.39284606680477,103.875217666486
Si Ling Primary School,1.43240935732525,103.786035065192
Seng Kang Primary School,1.38949740422462,103.899767112047
Shuqun Primary School,1.34765311431632,103.721523713379
Singapore Chinese Girls’ School (Primary),1.32080725235992,103.827744749548
South View Primary School,1.38166664389749,103.746275846011
Springdale Primary School,1.39467010299293,103.889926221247
St. Andrew's Junior School,1.33140255308868,103.865117134385
St. Anthony's Canossian Primary School,1.3347253730189,103.941234868202
St. Anthony's Primary School,1.3347253730189,103.941234868202
St. Gabriel's Primary School,1.34947192653862,103.862561037707
St. Hilda's Primary School,1.34938565036336,103.937007133662
St. Joseph's Institution Junior,1.31781476118551,103.845633334522
St. Margaret's Primary School,1.30390355715254,103.845955315605
St. Stephen's School,1.31878997295135,103.917258129598
Tampines North Primary School,1.36047641484682,103.948725782833
Tampines Primary School,1.3504863946694,103.943573098509
Tanjong Katong Primary School,1.30498489044822,103.899999965407
Tao Nan School,1.2943321052493,103.849026157822
Teck Ghee Primary School,1.36558782075966,103.850957126982
Teck Whye Primary School,1.38364996834457,103.753291857016
Telok Kurau Primary School,1.33104585441349,103.910934011337
Temasek Primary School,1.31770677551333,103.945590669163
Townsville Primary School,1.36003263746623,103.853826048327
Unity Primary School,1.40285481877246,103.746822625758
Valour Primary School,1.40683570215319,103.899078139493
Waterway Primary School,1.39882800626578,103.918621581556
Wellington Primary School,1.45192019155475,103.822303719094
West Grove Primary School,1.3448790560014,103.699286360581
West Spring Primary School,1.38944145898943,103.766195711835
West View Primary School,1.3836758200336,103.760240434318
Westwood Primary School,1.34718456606375,103.70053420978
White Sands Primary School,1.36555714668553,103.960918869319
Woodgrove Primary School,1.43273620725049,103.79023031392
Woodlands Primary School,1.43658270720199,103.791791282236
Woodlands Ring Primary School,1.43495229315857,103.797435733144
Xinghua Primary School,1.35790893589535,103.890472887906
Xingnan Primary School,1.34254744877694,103.687950252103
Xinmin Primary School,1.37139548941931,103.883080767491
Xishan Primary School,1.43347186925064,103.837755319448
Yangzheng Primary School,1.34864575840923,103.868595527042
Yew Tee Primary School,1.39676600905037,103.750985967346
Yio Chu Kang Primary School,1.37793264345276,103.885643682171
Yishun Primary School,1.43338602975674,103.834087115915
Yu Neng Primary School,1.33388930344069,103.932144857355
Yuhua Primary School,1.34280230475033,103.741105772644
Yumin Primary School,1.35129177656981,103.950461927088
Zhangde Primary School,1.28421153335379,103.825951875662
Zhenghua Primary School,1.37954887512229,103.769313521752
Zhonghua Primary School,1.36020329705047,103.869762438084
